LLL04_mods:{'normalized': None, 'thickness': '14.9@40.0'}
1.0000000 0.0000000
0.9858746 0.0047577
0.9594486 0.0138130
0.9284866 0.0244872
0.8951493 0.0358737
0.8608868 0.0469282
0.8262710 0.0574044
0.7915058 0.0674288
0.7566734 0.0763518
0.7218093 0.0841483
0.6869378 0.0910701
0.6520790 0.0971327
0.6172533 0.1022315
0.5824794 0.1063553
0.5477755 0.1095567
0.5131746 0.1118768
0.4786951 0.1132795
0.4443612 0.1137104
0.4103075 0.1132161
0.3767156 0.1119522
0.3436137 0.1099283
0.3108253 0.1069979
0.2783519 0.1033276
0.2462942 0.0989169
0.2147947 0.0935997
0.1840933 0.0873605
0.1545081 0.0805052
0.1267460 0.0732251
0.1013238 0.0656179
0.0794556 0.0580487
0.0612825 0.0508660
0.0465537 0.0441607
0.0352262 0.0381128
0.0262864 0.0326799
0.0189953 0.0277806
0.0131473 0.0231573
0.0086379 0.0186775
0.0052301 0.0141299
0.0027480 0.0097978
0.0010881 0.0059944
0.0001958 0.0025077
0.0000000 0.0000000
0.0001969 -0.0025049
0.0010906 -0.0058941
0.0027516 -0.0092845
0.0052346 -0.0125612
0.0086432 -0.0156359
0.0131532 -0.0185741
0.0190015 -0.0213026
0.0262928 -0.0239674
0.0352326 -0.0267143
0.0465601 -0.0295831
0.0612889 -0.0322661
0.0794619 -0.0346285
0.1013300 -0.0367454
0.1267520 -0.0383494
0.1545139 -0.0392940
0.1840989 -0.0398326
0.2148000 -0.0400227
0.2462993 -0.0398891
0.2783567 -0.0393481
0.3108299 -0.0385609
0.3436181 -0.0377337
0.3767198 -0.0369027
0.4103114 -0.0358361
0.4443649 -0.0345071
0.4786985 -0.0329938
0.5131778 -0.0313015
0.5477785 -0.0293681
0.5824821 -0.0271895
0.6172558 -0.0248521
0.6520813 -0.0224495
0.6869398 -0.0200263
0.7218111 -0.0175478
0.7566750 -0.0150487
0.7915071 -0.0128467
0.8262722 -0.0110096
0.8608877 -0.0088222
0.8951500 -0.0062902
0.9284871 -0.0041690
0.9594490 -0.0023878
0.9858748 -0.0008781
1.0000000 0.0000000
