LLL05_mods:{'thickness': '15.0@40.0', 'le_radius': 3.03}
1.0000000 0.0000000
0.9858746 0.0048272
0.9594486 0.0140132
0.9284867 0.0248406
0.8951494 0.0363934
0.8608869 0.0475645
0.8262712 0.0581332
0.7915059 0.0682346
0.7566736 0.0772154
0.7218095 0.0850353
0.6869380 0.0919619
0.6520793 0.0980045
0.6172537 0.1030613
0.5824798 0.1071278
0.5477759 0.1102627
0.5131750 0.1125155
0.4786955 0.1138643
0.4443617 0.1142725
0.4103081 0.1138069
0.3767162 0.1126347
0.3436143 0.1107850
0.3108259 0.1081468
0.2783525 0.1048902
0.2462948 0.1010025
0.2147954 0.0963586
0.1840941 0.0909891
0.1545090 0.0851755
0.1267468 0.0790185
0.1013246 0.0724979
0.0794565 0.0658420
0.0612835 0.0592939
0.0465546 0.0528268
0.0352271 0.0466647
0.0262874 0.0408997
0.0189962 0.0354800
0.0131482 0.0300787
0.0086387 0.0246359
0.0052308 0.0189217
0.0027487 0.0133087
0.0010886 0.0082235
0.0001960 0.0034564
0.0000000 0.0000000
0.0001960 -0.0034488
0.0010886 -0.0081189
0.0027487 -0.0127919
0.0052308 -0.0173501
0.0086387 -0.0214545
0.0131482 -0.0254775
0.0189962 -0.0290002
0.0262874 -0.0321870
0.0352271 -0.0352665
0.0465546 -0.0382498
0.0612835 -0.0406950
0.0794565 -0.0424231
0.1013246 -0.0436269
0.1267468 -0.0441445
0.1545090 -0.0439661
0.1840941 -0.0434629
0.2147954 -0.0427833
0.2462948 -0.0419765
0.2783525 -0.0409124
0.3108259 -0.0397115
0.3436143 -0.0385921
0.3767162 -0.0375868
0.4103081 -0.0364285
0.4443617 -0.0350708
0.4786955 -0.0335799
0.5131750 -0.0319416
0.5477759 -0.0300754
0.5824798 -0.0279632
0.6172537 -0.0256830
0.6520793 -0.0233221
0.6869380 -0.0209191
0.7218095 -0.0184356
0.7566736 -0.0159131
0.7915059 -0.0136532
0.8262712 -0.0117389
0.8608869 -0.0094588
0.8951494 -0.0068102
0.9284867 -0.0045226
0.9594486 -0.0025882
0.9858746 -0.0009476
1.0000000 0.0000000
