LLL05_bezier
1.0000000 0.0000000
0.9920840 0.0026751
0.9826958 0.0058460
0.9715834 0.0095942
0.9584590 0.0140098
0.9429947 0.0191890
0.9263772 0.0247145
0.9100789 0.0300809
0.8940721 0.0352867
0.8783302 0.0403308
0.8628277 0.0452119
0.8475400 0.0499289
0.8324436 0.0544810
0.8175163 0.0588670
0.8027367 0.0630862
0.7880845 0.0671377
0.7735405 0.0710208
0.7590866 0.0747350
0.7447056 0.0782795
0.7303816 0.0816539
0.7160996 0.0848578
0.7018457 0.0878909
0.6876070 0.0907528
0.6733718 0.0934434
0.6591292 0.0959625
0.6448697 0.0983101
0.6305847 0.1004863
0.6162665 0.1024910
0.6019087 0.1043245
0.5875058 0.1059870
0.5730535 0.1074789
0.5585485 0.1088005
0.5439885 0.1099524
0.5293723 0.1109350
0.5146998 0.1117489
0.4999718 0.1123949
0.4851905 0.1128738
0.4703588 0.1131863
0.4554808 0.1133334
0.4405616 0.1133161
0.4256076 0.1131354
0.4106260 0.1127926
0.3956251 0.1122886
0.3806143 0.1116250
0.3656041 0.1108030
0.3506060 0.1098241
0.3356325 0.1086898
0.3206974 0.1074016
0.3058152 0.1059613
0.2910018 0.1043705
0.2762740 0.1026311
0.2616496 0.1007449
0.2471476 0.0987140
0.2327880 0.0965403
0.2185917 0.0942259
0.2045810 0.0917730
0.1907790 0.0891839
0.1772099 0.0864609
0.1638991 0.0836064
0.1508728 0.0806229
0.1381584 0.0775129
0.1257845 0.0742791
0.1137806 0.0709241
0.1021772 0.0674508
0.0910060 0.0638619
0.0802997 0.0601604
0.0700920 0.0563493
0.0604178 0.0524317
0.0513130 0.0484106
0.0428145 0.0442894
0.0349603 0.0400714
0.0277895 0.0357598
0.0213422 0.0313581
0.0156595 0.0268699
0.0107838 0.0222988
0.0067582 0.0176483
0.0036272 0.0129223
0.0016900 0.0088145
0.0006241 0.0053528
0.0001301 0.0024425
0.0000000 0.0000000
0.0000125 -0.0010643
0.0000635 -0.0023302
0.0001839 -0.0038323
0.0004260 -0.0056092
0.0008628 -0.0076454
0.0014886 -0.0096396
0.0023264 -0.0115896
0.0033983 -0.0134935
0.0047256 -0.0153493
0.0063285 -0.0171552
0.0082266 -0.0189092
0.0104382 -0.0206098
0.0129811 -0.0222554
0.0158719 -0.0238442
0.0191264 -0.0253750
0.0227595 -0.0268463
0.0267852 -0.0282569
0.0312165 -0.0296055
0.0360657 -0.0308910
0.0413440 -0.0321123
0.0470618 -0.0332685
0.0532286 -0.0343587
0.0598528 -0.0353822
0.0669422 -0.0363381
0.0745035 -0.0372259
0.0825425 -0.0380450
0.0910641 -0.0387949
0.1000725 -0.0394753
0.1095706 -0.0400858
0.1195608 -0.0406263
0.1300444 -0.0410965
0.1410217 -0.0414965
0.1524923 -0.0418262
0.1644547 -0.0420858
0.1769067 -0.0422754
0.1898451 -0.0423953
0.2032656 -0.0424459
0.2171634 -0.0424277
0.2315324 -0.0423410
0.2463659 -0.0421866
0.2616561 -0.0419651
0.2773943 -0.0416773
0.2935711 -0.0413241
0.3101759 -0.0409063
0.3271974 -0.0404249
0.3446234 -0.0398812
0.3624406 -0.0392762
0.3806350 -0.0386112
0.3991916 -0.0378876
0.4180946 -0.0371068
0.4373271 -0.0362703
0.4568715 -0.0353797
0.4767091 -0.0344366
0.4968205 -0.0334428
0.5171852 -0.0324002
0.5377819 -0.0313107
0.5585884 -0.0301763
0.5795816 -0.0289990
0.6007374 -0.0277810
0.6220309 -0.0265247
0.6434363 -0.0252322
0.6649269 -0.0239061
0.6864749 -0.0225488
0.7080518 -0.0211629
0.7296281 -0.0197511
0.7511736 -0.0183161
0.7726569 -0.0168608
0.7940458 -0.0153880
0.8153072 -0.0139008
0.8364073 -0.0124021
0.8573110 -0.0108953
0.8779826 -0.0093835
0.8983853 -0.0078700
0.9184816 -0.0063582
0.9382330 -0.0048517
0.9559196 -0.0034848
0.9703919 -0.0023532
0.9822532 -0.0014168
0.9919913 -0.0006418
1.0000000 0.0000000
